SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,County_Source,COUNTY_SOURCE
"In accordance with local MLS rules, some MLS listings are not included in the download",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, SC","Greenville, SC"
PAST SALE,September-29-2023,Single Family Residential,1805 Mountain View Dr,Great Falls,MT,59405,349900,3,2.0,Great Falls,1312,11500,1966,,267,,Sold,,,https://www.redfin.com/MT/Great-Falls/1805-Mountain-View-Dr-59405/home/131972459,MRMLS,30012077,N,Y,47.4842585,-111.2476135,"Greenville County, SC","Greenville, SC"
PAST SALE,March-1-2021,Multi-Family (2-4 Unit),801 5th Ave N,Great Falls,MT,59401,92000,7,4.0,Great Falls,3858,7405,1905,,24,,Sold,,,https://www.redfin.com/MT/Great-Falls/801-5th-Ave-N-59401/home/132168698,MRMLS,22019249,N,Y,47.511007,-111.2935105,"Greenville County, SC","Greenville, SC"
PAST SALE,December-10-2021,Single Family Residential,2311 Expedition Ct,Great Falls,MT,59405,359900,3,2.5,Great Falls,2388,6098,2021,,151,,Sold,,,https://www.redfin.com/MT/Great-Falls/2311-Expedition-Ct-59405/home/172977666,MRMLS,22115629,N,Y,47.4802422,-111.2714535,"Greenville County, SC","Greenville, SC"
PAST SALE,December-2-2022,Single Family Residential,1709 6th Ave N,Great Falls,MT,59401,40000,3,1.0,Great Falls,1064,3484,1920,,38,,Sold,,,https://www.redfin.com/MT/Great-Falls/1709-6th-Ave-N-59401/home/131989334,MRMLS,22212624,N,Y,47.5120062,-111.2774812,"Greenville County, SC","Greenville, SC"
PAST SALE,May-19-2021,Mobile/Manufactured Home,1414 17th Ave SW,Great Falls,MT,59404,149900,2,2.0,University,1056,13503,1984,,142,,Sold,,,https://www.redfin.com/MT/Great-Falls/1414-17th-Ave-SW-59404/home/132029394,MRMLS,22103169,N,Y,47.4871633,-111.3390599,"Greenville County, SC","Greenville, SC"
PAST SALE,April-29-2021,Single Family Residential,4188 Highwood Dr,Great Falls,MT,59405,49900,3,2.0,Great Falls,1064,,,,47,,Sold,,,https://www.redfin.com/MT/Great-Falls/4188-Highwood-Dr-59405/home/183270612,MRMLS,22018938,N,Y,47.5162504,-111.2354739,"Greenville County, SC","Greenville, SC"
PAST SALE,May-7-2021,Single Family Residential,2739 Dawn Dr,Great Falls,MT,59404,330000,4,3.0,Great Falls,3179,8276,1972,,104,,Sold,,,https://www.redfin.com/MT/Great-Falls/2739-Dawn-Dr-59404/home/132036367,MRMLS,22102399,N,Y,47.4768528,-111.3411168,"Greenville County, SC","Greenville, SC"
PAST SALE,October-16-2025,Vacant Land,TBD US Highway 87,Great Falls,MT,59404,69000,,,Great Falls,,87120,,,,,Sold,,,https://www.redfin.com/MT/Great-Falls/TBD-Unknown/home/198658760,MRMLS,30053965,N,Y,47.5830256,-111.24587676,"Greenville County, SC","Greenville, SC"
PAST SALE,November-30-2021,Mobile/Manufactured Home,20 Trail Ln,Vaughn,MT,59487,78000,3,2.0,Vaughn,1456,,2015,,54,,Sold,,,https://www.redfin.com/MT/Vaughn/20-Trail-Ln-59487/home/183262627,MRMLS,22113665,N,Y,47.558724,-111.545875,"Greenville County, SC","Greenville, SC"
PAST SALE,November-17-2021,Single Family Residential,1027 3rd Ave NW,Great Falls,MT,59404,205000,3,2.0,Great Falls,1872,6098,1945,,110,,Sold,,,https://www.redfin.com/MT/Great-Falls/1027-3rd-Ave-NW-59404/home/132021062,MRMLS,22113027,N,Y,47.5109246,-111.3304946,"Greenville County, SC","Greenville, SC"
PAST SALE,May-17-2021,Single Family Residential,2221 Central Ave,Great Falls,MT,59401,230000,3,2.0,Great Falls,2016,7405,1913,,114,,Sold,,,https://www.redfin.com/MT/Great-Falls/2221-Central-Ave-59401/home/132083129,MRMLS,22104066,N,Y,47.5053939,-111.2681618,"Greenville County, SC","Greenville, SC"
PAST SALE,July-21-2021,Single Family Residential,"2208 5th Street Nw, Great Falls St",Great Falls,MT,59404,330000,4,2.0,,2504,17860,1957,,132,,Sold,,,https://www.redfin.com/MT/Great-Falls/2208-5th-St-NW-59404/home/132137744,BMTMLS,316792,N,Y,47.5288461,-111.3227751,"Greenville County, SC","Greenville, SC"
PAST SALE,July-15-2021,Multi-Family (2-4 Unit),2704 3rd Ave N,Great Falls,MT,59401,325000,6,3.0,Great Falls,2656,7405,1970,,122,,Sold,,,https://www.redfin.com/MT/Great-Falls/2704-3rd-Ave-N-59401/home/132152084,MRMLS,22107388,N,Y,47.508186,-111.2602592,"Greenville County, SC","Greenville, SC"
PAST SALE,March-3-2022,Mobile/Manufactured Home,4208 Morningside Cir,Great Falls,MT,59405,69900,3,2.0,Great Falls,1586,,1992,,44,,Sold,,,https://www.redfin.com/MT/Great-Falls/4208-Morningside-Cir-59405/home/183269413,MRMLS,22200186,N,Y,47.516211,-111.2319331,"Greenville County, SC","Greenville, SC"
PAST SALE,November-19-2024,Townhouse,304 42nd Ave NE,Great Falls,MT,59404,391400,3,2.0,Great Falls,1618,8443,2023,,242,125,Sold,,,https://www.redfin.com/MT/Great-Falls/304-42nd-Ave-NE-59404/home/187851187,MRMLS,30014951,N,Y,47.544352,-111.308551,"Greenville County, SC","Greenville, SC"
PAST SALE,July-20-2023,Single Family Residential,1116 Skyline Dr NE,Great Falls,MT,59404,383000,3,2.0,SKYLINE HEIGHTS 7th ADD,1343,14157,2023,,285,,Sold,,,https://www.redfin.com/MT/Great-Falls/1116-Skyline-Dr-NE-59404/home/164837356,MRMLS,30010842,N,Y,47.5344334,-111.286168,"Greenville County, SC","Greenville, SC"
PAST SALE,September-30-2021,Single Family Residential,175 Sun Loop Ln,Great Falls,MT,59404,375000,4,2.0,Great Falls,2186,108900,1976,,172,,Sold,,,https://www.redfin.com/MT/Great-Falls/175-Sun-Loop-Ln-59404/home/132160210,MRMLS,22112660,N,Y,47.5345504,-111.5103223,"Greenville County, SC","Greenville, SC"
PAST SALE,October-7-2021,Single Family Residential,1224 1st Ave S,Great Falls,MT,59401,175000,4,1.5,Great Falls,2128,4791,1915,,82,,Sold,,,https://www.redfin.com/MT/Great-Falls/1224-1st-Ave-S-59401/home/132129786,MRMLS,22113133,N,Y,47.5039099,-111.285378,"Greenville County, SC","Greenville, SC"
PAST SALE,September-1-2022,Single Family Residential,528 10th Ave SW,Great Falls,MT,59404,630000,3,2.0,Great Falls,1860,41382,1975,,339,,Sold,,,https://www.redfin.com/MT/Great-Falls/528-10th-Ave-SW-59404/home/132064660,MRMLS,22213106,N,Y,47.4941359,-111.3216702,"Greenville County, SC","Greenville, SC"
PAST SALE,March-12-2021,Single Family Residential,8 Old Stagecoach Ln,Vaughn,MT,59487,485000,4,3.5,Vaughn,3966,101494,2008,,122,,Sold,,,https://www.redfin.com/MT/Vaughn/8-Old-Stagecoach-Ln-59487/home/131940844,MRMLS,22001260,N,Y,47.550994,-111.5721628,"Greenville County, SC","Greenville, SC"
PAST SALE,October-20-2022,Single Family Residential,316 5th Ave S,Great Falls,MT,59405,230000,3,2.0,Great Falls,1248,7405,2022,,184,,Sold,,,https://www.redfin.com/MT/Great-Falls/316-5th-Ave-S-59405/home/131955092,MRMLS,22209244,N,Y,47.4995737,-111.3015303,"Greenville County, SC","Greenville, SC"
PAST SALE,April-28-2022,Single Family Residential,1517 5th Ave NW,Great Falls,MT,59404,124800,2,1.0,Great Falls,728,6098,1955,,171,,Sold,,,https://www.redfin.com/MT/Great-Falls/1517-5th-Ave-NW-59404/home/132185770,MRMLS,22203848,N,Y,47.5128497,-111.3387809,"Greenville County, SC","Greenville, SC"
PAST SALE,December-30-2021,Condo/Co-op,626 8th Ave S,Great Falls,MT,59405,430000,5,3.0,Great Falls,4792,7405,1977,,90,,Sold,,,https://www.redfin.com/MT/Great-Falls/626-8th-Ave-S-59405/home/147437986,MRMLS,22115618,N,Y,47.49624,-111.2959239,"Greenville County, SC","Greenville, SC"
PAST SALE,May-19-2021,Vacant Land,NHN Off Ulm Flats Rd,Ulm,MT,59485,110000,,,Ulm,,3600234,,,,,Sold,,,https://www.redfin.com/MT/Ulm/Nhn-Off-Ulm-Flats-RD-59485/home/183264948,BSCMLS,352822,N,Y,47.463878,-111.588924,"Greenville County, SC","Greenville, SC"
PAST SALE,June-24-2022,Single Family Residential,600 52nd St S,Great Falls,MT,59405,299900,3,1.5,Great Falls,1536,7405,1961,,195,,Sold,,,https://www.redfin.com/MT/Great-Falls/600-52nd-St-S-59405/home/132032349,MRMLS,22206593,N,Y,47.4981759,-111.2212455,"Greenville County, SC","Greenville, SC"
PAST SALE,October-12-2021,Single Family Residential,3114 4th Ave S,Great Falls,MT,59405,241500,3,2.0,Great Falls,2134,7405,1952,,113,,Sold,,,https://www.redfin.com/MT/Great-Falls/3114-4th-Ave-S-59405/home/131936318,MRMLS,22109597,N,Y,47.5004039,-111.2529465,"Greenville County, SC","Greenville, SC"
PAST SALE,September-6-2022,Single Family Residential,340 Beth Dr,Great Falls,MT,59405,285000,4,2.0,Great Falls,2016,7405,1967,,141,,Sold,,,https://www.redfin.com/MT/Great-Falls/340-Beth-Dr-59405/home/131988666,MRMLS,22211187,N,Y,47.5002419,-111.2320432,"Greenville County, SC","Greenville, SC"
PAST SALE,February-16-2022,Single Family Residential,3244 8th Ave N,Great Falls,MT,59401,280000,4,2.0,Great Falls,1872,7405,1954,,150,,Sold,,,https://www.redfin.com/MT/Great-Falls/3244-8th-Ave-N-59401/home/131963343,MRMLS,22118232,N,Y,47.5136461,-111.2494125,"Greenville County, SC","Greenville, SC"
PAST SALE,December-16-2021,Vacant Land,2208 Larkspur Ln,Great Falls,MT,59404,59900,,,Larkspur,,43560,,,,55,Sold,,,https://www.redfin.com/MT/Great-Falls/2208-Larkspur-Ln-59404/home/132140899,MRMLS,21911850,N,Y,47.4569711,-111.347979,"Greenville County, SC","Greenville, SC"
PAST SALE,August-6-2021,Single Family Residential,1110 8th Ave S,Great Falls,MT,59405,190000,3,1.0,Great Falls,1812,7405,1900,,105,,Sold,,,https://www.redfin.com/MT/Great-Falls/1110-8th-Ave-S-59405/home/131937261,MRMLS,22109069,N,Y,47.4962224,-111.28802,"Greenville County, SC","Greenville, SC"
PAST SALE,March-20-2024,Vacant Land,NHN Moonstone Ct Lot 7,Great Falls,MT,59404,69000,,,Great Falls,,87555,,,,,Sold,,,https://www.redfin.com/MT/Great-Falls/NHN-Moonstone-CT-Unknown/unit-7/home/199697961,MRMLS,30020460,N,Y,47.53611839,-111.41835889,"Greenville County, SC","Greenville, SC"
PAST SALE,September-23-2021,Vacant Land,31 Cox Creek Ln,Cascade,MT,59421,150000,,,Cascade,,155509,,,,,Sold,,,https://www.redfin.com/MT/Cascade/31-Cox-Creek-Ln-59421/home/132124701,MRMLS,22114744,N,Y,47.135172,-111.857028,"Greenville County, SC","Greenville, SC"
PAST SALE,February-8-2022,Single Family Residential,724 3rd Ave N,Great Falls,MT,59401,424900,5,2.0,Great Falls,3529,7405,1905,,120,,Sold,,,https://www.redfin.com/MT/Great-Falls/724-3rd-Ave-N-59401/home/132024356,MRMLS,22115768,N,Y,47.5083298,-111.2941143,"Greenville County, SC","Greenville, SC"
PAST SALE,August-4-2021,Single Family Residential,247 Washington Blvd,Great Falls,MT,59404,175000,2,1.5,Great Falls,1872,10890,1978,,93,,Sold,,,https://www.redfin.com/MT/Great-Falls/247-Washington-Blvd-59404/home/131980163,MRMLS,22109441,N,Y,47.5492185,-111.5089599,"Greenville County, SC","Greenville, SC"
PAST SALE,July-25-2022,Single Family Residential,3233 4th Ave S,Great Falls,MT,59405,229000,3,2.0,Great Falls,1768,9147,1951,,130,,Sold,,,https://www.redfin.com/MT/Great-Falls/3233-4th-Ave-S-59405/home/131976685,MRMLS,22208208,N,Y,47.5008905,-111.2501093,"Greenville County, SC","Greenville, SC"
PAST SALE,December-23-2021,Vacant Land,2737 Greenbriar Dr,Great Falls,MT,59404,63500,,,Great Falls,,8276,,,,,Sold,,,https://www.redfin.com/MT/Great-Falls/2737-Greenbriar-Dr-59404/home/164816107,MRMLS,22102777,N,Y,47.477371,-111.3459013,"Greenville County, SC","Greenville, SC"
PAST SALE,December-16-2021,Mobile/Manufactured Home,2226 Central Ave W,Great Falls,MT,59404,50000,3,1.5,Great Falls,952,,1974,,53,,Sold,,,https://www.redfin.com/MT/Great-Falls/2226-Central-Ave-W-59404/home/147439033,MRMLS,22117327,N,Y,47.5068149,-111.3522143,"Greenville County, SC","Greenville, SC"
PAST SALE,June-4-2021,Single Family Residential,36 38th Ave NE,Great Falls,MT,59404,342000,4,2.0,Great Falls,1788,,2018,,191,,Sold,,,https://www.redfin.com/MT/Great-Falls/36-38th-Ave-NE-59404/home/165333840,MRMLS,22107091,N,Y,47.5400827,-111.3154487,"Greenville County, SC","Greenville, SC"
PAST SALE,February-11-2021,Single Family Residential,24 Tri View Loop,Great Falls,MT,59404,459900,4,3.0,Great Falls,3962,218235,2006,,116,21,Sold,,,https://www.redfin.com/MT/Great-Falls/24-Tri-View-Loop-59404/home/132160822,MRMLS,22100003,N,Y,47.479307,-111.428414,"Greenville County, SC","Greenville, SC"
PAST SALE,November-4-2021,Single Family Residential,908 6th Ave N,Great Falls,MT,59401,269500,4,2.0,Great Falls,2891,7405,1910,,93,,Sold,,,https://www.redfin.com/MT/Great-Falls/908-6th-Ave-N-59401/home/131957694,MRMLS,22110934,N,Y,47.5116575,-111.2914264,"Greenville County, SC","Greenville, SC"
PAST SALE,June-14-2022,Single Family Residential,533 22nd Ave NE,Great Falls,MT,59404,240000,3,1.5,Great Falls,1583,7840,1962,,152,,Sold,,,https://www.redfin.com/MT/Great-Falls/533-22nd-Ave-NE-59404/home/132090249,MRMLS,22205914,N,Y,47.5264223,-111.3006296,"Greenville County, SC","Greenville, SC"
PAST SALE,March-26-2021,Single Family Residential,214 32nd St S,Great Falls,MT,59405,40000,4,2.0,Great Falls,1956,7405,1927,,20,,Sold,,,https://www.redfin.com/MT/Great-Falls/214-32nd-St-S-59405/home/132130076,MRMLS,22103948,N,Y,47.5022127,-111.2523696,"Greenville County, SC","Greenville, SC"
PAST SALE,September-2-2022,Single Family Residential,804 Grizzly Dr,Great Falls,MT,59404,475000,4,3.0,Great Falls,4556,9583,1988,,104,,Sold,,,https://www.redfin.com/MT/Great-Falls/804-Grizzly-Dr-59404/home/131971443,MRMLS,22209082,N,Y,47.4723302,-111.3259443,"Greenville County, SC","Greenville, SC"
PAST SALE,June-24-2022,Single Family Residential,2104 7th Ave N,Great Falls,MT,59401,75000,4,1.0,Great Falls,1338,7405,1900,,56,,Sold,,,https://www.redfin.com/MT/Great-Falls/2104-7th-Ave-N-59401/home/131950922,MRMLS,22205881,N,Y,47.5126259,-111.2707338,"Greenville County, SC","Greenville, SC"
PAST SALE,April-13-2022,Multi-Family (2-4 Unit),1209 2nd Ave S,Great Falls,MT,59404,299900,6,2.0,Great Falls,3548,7405,1920,,85,,Sold,,,https://www.redfin.com/MT/Great-Falls/1209-2nd-Ave-S-59405/home/132078671,MRMLS,22202856,N,Y,47.5032751,-111.2862404,"Greenville County, SC","Greenville, SC"
PAST SALE,October-1-2021,Single Family Residential,73 Sugarloaf Mountain Ln,Cascade,MT,59421,75000,1,1.0,Cascade,300,611146,2005,,250,,Sold,,,https://www.redfin.com/MT/Cascade/73-Sugarloaf-Mountain-Ln-59421/home/132068442,MRMLS,22105682,N,Y,47.1531167,-111.8896461,"Greenville County, SC","Greenville, SC"
PAST SALE,September-24-2021,Single Family Residential,4143 US Highway 89,Neihart,MT,59465,229000,1,1.0,Neihart,576,87120,1964,,398,,Sold,,,https://www.redfin.com/MT/Neihart/4143-US-Highway-89-59465/home/199289993,BSCMLS,361643,N,Y,46.998254,-110.767813,"Greenville County, SC","Greenville, SC"
PAST SALE,September-16-2021,Single Family Residential,1405 2nd Ave NW,Great Falls,MT,59404,190000,3,2.0,Great Falls,1440,6534,1947,,132,,Sold,,,https://www.redfin.com/MT/Great-Falls/1405-2nd-Ave-NW-59404/home/132154677,MRMLS,22112269,N,Y,47.5101191,-111.3364355,"Greenville County, SC","Greenville, SC"
PAST SALE,September-10-2021,Single Family Residential,1204 2nd West Hill Dr,Great Falls,MT,59404,309900,3,2.0,Great Falls,1938,12632,1972,,160,,Sold,,,https://www.redfin.com/MT/Great-Falls/1204-2nd-West-Hill-Dr-59404/home/132154701,MRMLS,22111126,N,Y,47.4913017,-111.3459014,"Greenville County, SC","Greenville, SC"
PAST SALE,August-1-2022,Condo/Co-op,1505 9th St NW,Great Falls,MT,59404,164900,2,1.0,Great Falls,1094,,1984,,151,180,Sold,,,https://www.redfin.com/MT/Great-Falls/1505-9th-St-S-59405/home/183264497,MRMLS,22209104,N,Y,47.4885124,-111.2911463,"Greenville County, SC","Greenville, SC"
PAST SALE,February-1-2021,Single Family Residential,701 33rd Ave S,Great Falls,MT,59405,469000,5,3.0,Great Falls,4102,24829,2000,,114,,Sold,,,https://www.redfin.com/MT/Great-Falls/701-33rd-Ave-S-59405/home/132015605,MRMLS,22019079,N,Y,47.4726669,-111.2948741,"Greenville County, SC","Greenville, SC"
PAST SALE,September-10-2021,Single Family Residential,70 Aberdare Ln,Ulm,MT,59485,789000,3,2.5,Ulm,2611,60984,1995,,302,,Sold,,,https://www.redfin.com/MT/Ulm/70-Aberdare-Ln-59485/home/132098158,MRMLS,22110430,N,Y,47.385437,-111.532052,"Greenville County, SC","Greenville, SC"
PAST SALE,June-3-2022,Single Family Residential,3019 Encino Dr,Great Falls,MT,59404,324000,2,2.0,Great Falls,1256,7840,2004,,258,,Sold,,,https://www.redfin.com/MT/Great-Falls/3019-Encino-Dr-59404/home/131988144,MRMLS,22205495,N,Y,47.4757548,-111.3357468,"Greenville County, SC","Greenville, SC"
PAST SALE,September-29-2022,Single Family Residential,708 7th St N,Great Falls,MT,59405,243000,4,2.0,Great Falls,2688,4791,1900,,90,,Sold,,,https://www.redfin.com/MT/Great-Falls/708-7th-St-N-59401/home/132060372,MRMLS,22212105,N,Y,47.5134535,-111.2958037,"Greenville County, SC","Greenville, SC"
PAST SALE,May-7-2021,Vacant Land,23 Sun Valley Ln,Great Falls,MT,59405,29900,,,Foothills Ranch,,114562,,,,42,Sold,,,https://www.redfin.com/MT/Great-Falls/23-Sun-Valley-Ln-59405/home/164764524,MRMLS,22012836,N,Y,47.4764465,-111.1683484,"Greenville County, SC","Greenville, SC"
PAST SALE,September-1-2023,Multi-Family (2-4 Unit),607/609 5th Ave N Unit 607/609,Great Falls,MT,59401,345000,4,4.0,Great Falls,,7405,1925,,,,Sold,,,https://www.redfin.com/MT/Great-Falls/607-5th-Ave-N-59401/unit-607-609/home/199622500,MRMLS,30006117,N,Y,47.5110133,-111.2967998,"Greenville County, SC","Greenville, SC"
PAST SALE,November-17-2022,Single Family Residential,2320 4th Ave N,Great Falls,MT,59405,239000,3,2.0,Great Falls,1774,5662,1943,,135,,Sold,,,https://www.redfin.com/MT/Great-Falls/2320-4th-Ave-N-59401/home/132173937,MRMLS,22214621,N,Y,47.5092999,-111.2663932,"Greenville County, SC","Greenville, SC"
PAST SALE,July-13-2022,Vacant Land,971 Mciver Rd,Great Falls,MT,59404,120000,,,Great Falls,,320601,,,,,Sold,,,https://www.redfin.com/MT/Great-Falls/971-McIver-Rd-59404/home/131996847,MRMLS,22202758,N,Y,47.525703,-111.532872,"Greenville County, SC","Greenville, SC"
PAST SALE,October-29-2021,Single Family Residential,1461 Park Garden Rd,Great Falls,MT,59404,389700,4,3.0,Great Falls,3288,13503,1977,,119,,Sold,,,https://www.redfin.com/MT/Great-Falls/1461-Park-Garden-Rd-59404/home/132156140,MRMLS,22116020,N,Y,47.4790649,-111.342753,"Greenville County, SC","Greenville, SC"
PAST SALE,November-28-2022,Single Family Residential,1425 7th Ave N,Great Falls,MT,59401,244900,4,2.0,Great Falls,1664,7405,1910,,147,,Sold,,,https://www.redfin.com/MT/Great-Falls/1425-7th-Ave-N-59401/home/132120280,MRMLS,22210584,N,Y,47.5133044,-111.2818397,"Greenville County, SC","Greenville, SC"
PAST SALE,March-11-2022,Condo/Co-op,320 20th Ave S,Great Falls,MT,59405,399900,4,4.0,Great Falls,3118,,1995,,128,210,Sold,,,https://www.redfin.com/MT/Great-Falls/320-20th-Ave-S-59405/home/132200287,MRMLS,22201164,N,Y,47.484248,-111.302806,"Greenville County, SC","Greenville, SC"
PAST SALE,June-2-2021,Single Family Residential,2306 Expedition Ct,Great Falls,MT,59405,350000,3,3.0,Great Falls,2245,6098,2021,,156,,Sold,,,https://www.redfin.com/MT/Great-Falls/2306-Expedition-Ct-59405/home/172977661,MRMLS,22102797,N,Y,47.4804414,-111.2722013,"Greenville County, SC","Greenville, SC"
PAST SALE,June-25-2021,Single Family Residential,4021 6th Ave S,Great Falls,MT,59405,235000,4,1.0,Lloyd land,2464,7405,1960,,95,,Sold,,,https://www.redfin.com/MT/Great-Falls/4021-6th-Ave-S-59405/home/132030194,MRMLS,22110109,N,Y,47.4986785,-111.236737,"Greenville County, SC","Greenville, SC"
PAST SALE,January-26-2024,Townhouse,14 Copper Creek Ln,Great Falls,MT,59405,368900,3,2.0,Great Falls,1618,105415,2023,,228,125,Sold,,,https://www.redfin.com/MT/Great-Falls/14-Copper-Creek-Ln-59405/home/185698405,MRMLS,22208670,N,Y,47.478642,-111.1745701,"Greenville County, SC","Greenville, SC"
PAST SALE,August-29-2022,Single Family Residential,3651 6th Ave S,Great Falls,MT,59405,265000,3,2.0,Great Falls,1872,7840,1954,,142,,Sold,,,https://www.redfin.com/MT/Great-Falls/3651-6th-Ave-S-59405/home/132170953,MRMLS,22210643,N,Y,47.4986425,-111.2419617,"Greenville County, SC","Greenville, SC"
PAST SALE,July-8-2022,Single Family Residential,1710 6th Ave N,Great Falls,MT,59401,128000,3,2.0,Great Falls,1449,7405,1900,,88,,Sold,,,https://www.redfin.com/MT/Great-Falls/1710-6th-Ave-N-59401/home/131997185,MRMLS,22200161,N,Y,47.5115776,-111.2773905,"Greenville County, SC","Greenville, SC"
PAST SALE,September-9-2021,Single Family Residential,1808 13th Ave S,Great Falls,MT,59405,240000,3,2.0,Great Falls,1748,7405,1948,,137,,Sold,,,https://www.redfin.com/MT/Great-Falls/1808-13th-Ave-S-59405/home/132178990,MRMLS,22112821,N,Y,47.4906553,-111.2758438,"Greenville County, SC","Greenville, SC"
PAST SALE,November-22-2022,Single Family Residential,3012 6th St NE,Great Falls,MT,59404,305000,4,2.0,Great Falls,2791,8276,1965,,109,,Sold,,,https://www.redfin.com/MT/Great-Falls/3012-6th-St-NE-59404/home/132038487,MRMLS,22213605,N,Y,47.5337163,-111.2994024,"Greenville County, SC","Greenville, SC"
PAST SALE,April-26-2022,Single Family Residential,3719 Wilkinson Ln,Great Falls,MT,59404,169000,2,2.0,Great Falls,1296,49222,1925,,130,,Sold,,,https://www.redfin.com/MT/Great-Falls/3719-Wilkinson-Ln-59404/home/132181231,MRMLS,22203178,N,Y,47.5182127,-111.37642,"Greenville County, SC","Greenville, SC"
PAST SALE,August-19-2022,Single Family Residential,1626 12th Ave S,Great Falls,MT,59405,95000,3,1.0,Great Falls,1152,7405,1941,,82,,Sold,,,https://www.redfin.com/MT/Great-Falls/1626-12th-Ave-S-59405/home/132040022,MRMLS,22210333,N,Y,47.4917984,-111.2785019,"Greenville County, SC","Greenville, SC"
PAST SALE,October-22-2025,Single Family Residential,1305 Delea Dr,Great Falls,MT,59404,470000,4,2.0,Great Falls,1525,10367,2025,,308,,Sold,,,https://www.redfin.com/MT/Great-Falls/1305-Delea-Dr-59404/home/164752034,MRMLS,30060116,N,Y,47.4693135,-111.3352832,"Greenville County, SC","Greenville, SC"
PAST SALE,August-30-2022,Mobile/Manufactured Home,179 Chandelle Ln,Great Falls,MT,59404,329900,3,2.0,Great Falls,1519,435600,2016,,217,,Sold,,,https://www.redfin.com/MT/Great-Falls/179-Chandelle-Ln-59404/home/132175299,MRMLS,22209462,N,Y,47.5961029,-111.2475596,"Greenville County, SC","Greenville, SC"
PAST SALE,June-20-2023,Townhouse,312 Choteau Ave NE,Great Falls,MT,59404,369447,3,2.0,Great Falls,1618,8276,2022,,228,125,Sold,,,https://www.redfin.com/MT/Great-Falls/312-Choteau-Ave-NE-59404/home/181163652,MRMLS,22207072,N,Y,47.54352,-111.307954,"Greenville County, SC","Greenville, SC"
PAST SALE,August-16-2021,Single Family Residential,306 1st Ave N,Belt,MT,59412,264000,4,1.0,Belt,1880,12632,1900,,140,,Sold,,,https://www.redfin.com/MT/Belt/306-1st-Ave-N-59412/home/132120055,MRMLS,22107660,N,Y,47.3869165,-110.9231967,"Greenville County, SC","Greenville, SC"
PAST SALE,March-31-2022,Single Family Residential,2824 Old Us Highway 91,Cascade,MT,59421,887000,3,2.0,Cascade,2504,74923,2001,,354,,Sold,,,https://www.redfin.com/MT/Cascade/2824-Old-US-Highway-91-59421/home/132050488,MRMLS,22200746,N,Y,47.153278,-111.850582,"Greenville County, SC","Greenville, SC"
PAST SALE,January-6-2023,Single Family Residential,112 39th Ave NE,Great Falls,MT,59404,409000,5,3.0,Great Falls,2894,10454,2014,,141,,Sold,,,https://www.redfin.com/MT/Great-Falls/112-39th-Ave-NE-59404/home/132215052,MRMLS,22214932,N,Y,47.5409737,-111.3123318,"Greenville County, SC","Greenville, SC"
PAST SALE,July-1-2025,Single Family Residential,243 Big Bend Ln,Great Falls,MT,59404,1458333,4,4.0,Great Falls,5228,127979,2015,,279,83,Sold,,,https://www.redfin.com/MT/Great-Falls/243-Big-Bend-Ln-59404/home/132204535,MRMLS,30051697,N,Y,47.3995125,-111.3190011,"Greenville County, SC","Greenville, SC"
PAST SALE,July-15-2021,Single Family Residential,900 Choteau Ave NE,Great Falls,MT,59404,499900,5,3.0,Stone Meadows Add PH II,3564,11325,2016,,140,,Sold,,,https://www.redfin.com/MT/Great-Falls/900-Choteau-Ave-59404/home/132215386,MRMLS,22108017,N,Y,47.5436884,-111.2914267,"Greenville County, SC","Greenville, SC"
PAST SALE,June-4-2021,Single Family Residential,2704 Alder Dr,Great Falls,MT,59404,625000,6,3.0,Great Falls,4616,14810,1976,,135,,Sold,,,https://www.redfin.com/MT/Great-Falls/2704-Alder-Dr-59404/home/132127164,MRMLS,22105888,N,Y,47.4798128,-111.322333,"Greenville County, SC","Greenville, SC"
PAST SALE,August-6-2021,Single Family Residential,439 Park Garden Rd,Great Falls,MT,59404,865000,5,4.0,Great Falls,3164,1742,1959,,273,,Sold,,,https://www.redfin.com/MT/Great-Falls/439-Park-Garden-Rd-59404/home/132169722,MRMLS,22109713,N,Y,47.479828,-111.3208544,"Greenville County, SC","Greenville, SC"
PAST SALE,December-5-2025,Single Family Residential,521 Pine St,Neihart,MT,59465,325000,2,1.0,Neihart,1114,10019,1960,,292,,Sold,,,https://www.redfin.com/MT/Neihart/521-Pine-St-59465/home/132111962,MRMLS,30061908,N,Y,46.9345766,-110.738773,"Greenville County, SC","Greenville, SC"
PAST SALE,July-5-2022,Single Family Residential,192 Dracut Hill Rd,Vaughn,MT,59487,499000,4,2.0,Vaughn,3120,871200,2006,,160,,Sold,,,https://www.redfin.com/MT/Vaughn/192-Dracut-Hill-Rd-59487/home/132050833,MRMLS,22204044,N,Y,47.571053,-111.7055722,"Greenville County, SC","Greenville, SC"
